hours_slept,study_duration_minutes,phone_pickups_last_hour,social_media_opens_last_hour,break_duration_minutes,subject_difficulty,current_time_of_day,caffeine_intake,previous_day_productivity,mood_level,target
7.4,28,1,5,2,3,9,3,5.1,4.0,Distracted
5.3,66,0,1,4,3,15,0,3.3,4.9,Distracted
5.5,47,1,3,11,6,19,1,7.7,6.6,Distracted
10.0,33,0,0,21,4,8,0,8.4,7.5,Deep Focus
6.7,16,1,2,11,7,13,2,4.8,4.3,Deep Focus
5.8,71,0,0,3,6,11,1,4.7,5.8,Deep Focus
9.1,141,3,5,2,7,22,1,7.8,8.0,Study Crash Incoming
7.4,20,3,1,15,6,11,0,4.7,7.8,Deep Focus
7.9,36,1,2,0,3,12,1,3.2,8.5,Deep Focus
6.8,65,0,1,12,7,10,1,5.1,6.7,Deep Focus
6.5,18,6,6,46,10,8,0,8.7,3.0,Distracted
6.7,16,4,3,1,6,8,1,5.0,3.9,Distracted
4.9,12,1,1,3,7,9,0,4.7,7.0,Deep Focus
6.9,10,10,4,8,8,7,0,5.1,4.4,Study Crash Incoming
7.4,14,0,0,3,1,7,2,3.7,2.4,Deep Focus
9.8,29,1,2,0,2,9,0,3.4,7.7,Deep Focus
7.1,89,1,0,0,6,14,0,5.5,8.1,Distracted
4.0,91,0,1,2,4,22,1,3.2,3.2,Study Crash Incoming
6.9,49,3,1,2,7,13,1,5.2,7.1,Distracted
10.0,105,4,4,2,10,12,2,6.5,6.3,Distracted
8.3,52,7,5,0,8,23,1,6.8,4.5,Study Crash Incoming
5.8,14,5,3,9,3,11,1,5.7,2.5,Distracted
7.9,40,2,1,4,4,19,1,3.6,4.3,Distracted
5.9,53,0,0,2,2,18,1,5.2,7.2,Deep Focus
5.0,44,0,0,0,1,22,3,6.7,1.0,Study Crash Incoming
6.5,67,6,5,8,8,7,2,7.2,4.2,Study Crash Incoming
7.1,28,7,5,2,7,15,0,5.5,5.5,Study Crash Incoming
4.2,85,5,6,3,2,10,3,4.6,5.1,Study Crash Incoming
5.3,82,10,9,16,8,9,0,6.2,1.4,Study Crash Incoming
7.0,22,10,5,3,5,6,0,5.3,3.6,Study Crash Incoming
6.4,134,6,3,0,9,18,2,4.0,4.5,Study Crash Incoming
7.6,38,5,2,4,8,19,2,6.6,6.3,Distracted
5.2,113,9,6,4,3,21,0,6.0,4.1,Study Crash Incoming
8.1,53,2,2,2,5,8,3,3.8,3.3,Distracted
5.2,14,1,0,0,3,10,0,4.7,4.2,Distracted
9.5,20,1,2,5,10,22,3,5.6,4.9,Deep Focus
4.4,179,5,5,20,6,9,1,3.0,4.8,Study Crash Incoming
5.4,46,6,4,1,9,9,1,4.5,4.3,Study Crash Incoming
7.6,90,1,1,0,6,22,1,7.3,7.7,Study Crash Incoming
9.5,54,0,2,10,6,9,1,5.0,5.7,Deep Focus
7.5,33,9,6,2,2,6,2,4.4,4.2,Study Crash Incoming
7.8,147,10,5,5,10,22,5,8.2,4.4,Study Crash Incoming
7.0,37,2,1,17,7,21,0,6.7,4.7,Deep Focus
5.5,71,1,1,5,3,19,1,7.4,5.9,Distracted
6.3,19,2,1,6,9,7,5,4.4,4.0,Distracted
5.2,25,0,0,3,3,9,0,5.4,3.9,Distracted
5.1,213,6,4,2,1,6,2,6.0,4.4,Study Crash Incoming
7.6,118,1,1,4,7,21,0,6.5,3.9,Distracted
5.3,210,5,5,4,8,6,1,10.0,4.9,Study Crash Incoming
7.5,175,2,0,2,6,22,2,6.2,4.5,Study Crash Incoming
5.0,87,5,6,9,8,19,1,8.2,3.1,Study Crash Incoming
7.4,105,1,2,11,3,17,0,10.0,3.3,Distracted
6.3,149,2,2,0,3,11,3,9.4,3.9,Study Crash Incoming
9.1,33,4,3,3,4,7,3,6.3,5.7,Distracted
7.5,24,0,1,5,3,6,0,8.3,4.9,Deep Focus
8.9,13,4,2,5,3,18,1,6.3,6.2,Deep Focus
5.9,63,0,0,15,1,11,3,5.9,3.1,Distracted
7.1,23,2,2,3,3,12,3,7.7,5.8,Deep Focus
5.5,52,5,3,12,6,17,0,7.8,2.8,Distracted
6.4,39,3,1,1,4,10,3,7.0,3.4,Distracted
6.6,73,2,1,46,5,7,0,5.7,6.4,Deep Focus
5.9,14,2,3,4,10,11,0,5.0,5.1,Distracted
5.2,75,3,2,21,1,7,2,3.6,4.7,Deep Focus
4.9,13,4,5,19,9,9,0,6.3,6.5,Distracted
4.0,33,0,0,1,1,18,0,6.5,4.0,Distracted
5.4,82,6,4,16,6,13,1,7.7,6.9,Distracted
7.9,23,5,3,11,2,21,1,3.1,6.0,Deep Focus
4.6,123,2,2,3,5,23,1,6.2,2.2,Study Crash Incoming
4.9,185,0,2,15,9,10,2,5.6,4.3,Study Crash Incoming
9.7,30,1,1,12,1,10,1,5.9,5.8,Deep Focus
6.0,75,11,9,37,6,6,0,8.5,5.2,Study Crash Incoming
7.5,14,2,0,0,5,21,2,8.6,6.7,Deep Focus
8.0,154,8,10,13,5,20,3,8.0,3.6,Study Crash Incoming
8.0,24,1,1,1,7,11,2,6.2,5.0,Deep Focus
4.7,185,4,1,0,4,12,0,5.6,4.3,Study Crash Incoming
6.7,50,2,1,16,8,20,2,8.4,3.8,Deep Focus
4.6,22,2,2,14,3,20,0,9.4,3.6,Deep Focus
10.0,26,6,2,7,4,22,5,9.2,6.8,Distracted
4.6,171,4,5,4,5,18,1,7.0,6.3,Study Crash Incoming
5.4,50,2,1,31,10,22,1,6.1,3.2,Distracted
5.4,118,18,10,10,6,11,1,7.4,4.2,Study Crash Incoming
4.8,66,3,1,4,9,22,1,7.5,4.2,Study Crash Incoming
9.0,100,2,2,17,2,21,1,5.2,5.9,Deep Focus
10.0,25,10,6,10,1,21,1,5.6,4.1,Distracted
6.3,51,3,5,18,6,11,0,10.0,4.2,Distracted
5.0,59,1,1,5,10,15,1,5.2,4.7,Distracted
4.0,46,12,8,1,3,8,1,7.7,4.8,Study Crash Incoming
6.6,48,1,1,15,3,18,1,5.0,7.1,Deep Focus
6.5,165,1,1,30,2,12,2,5.8,4.2,Distracted
6.0,147,1,2,0,10,16,0,4.2,4.4,Study Crash Incoming
7.3,64,0,0,0,1,10,1,4.2,7.0,Deep Focus
7.6,15,0,0,9,7,9,2,7.2,5.0,Deep Focus
7.5,23,0,1,1,4,8,2,7.0,5.9,Deep Focus
6.5,66,0,0,2,5,7,2,9.7,4.4,Deep Focus
5.3,16,2,3,23,8,12,4,6.1,5.2,Distracted
8.0,25,5,5,2,5,20,0,6.3,5.0,Study Crash Incoming
7.0,47,0,0,2,1,10,2,5.9,7.3,Deep Focus
8.3,47,1,2,6,6,20,1,4.1,3.5,Distracted
8.2,48,9,6,8,1,21,4,7.2,4.9,Distracted
4.9,13,2,1,15,9,7,2,5.7,5.4,Deep Focus
4.8,20,0,0,0,10,10,4,3.1,4.2,Deep Focus
5.9,124,1,1,1,9,6,5,8.2,4.0,Distracted
5.4,40,11,9,0,5,10,4,4.9,6.2,Study Crash Incoming
8.1,234,3,3,0,5,18,1,6.7,6.8,Study Crash Incoming
7.5,18,0,6,0,6,12,0,6.7,7.5,Deep Focus
8.6,81,18,15,3,9,13,5,6.4,8.8,Study Crash Incoming
7.6,35,11,8,1,8,8,0,4.0,3.3,Study Crash Incoming
7.3,36,7,5,12,5,8,3,8.8,4.6,Distracted
8.8,149,0,0,5,9,19,0,4.5,5.0,Distracted
7.7,240,4,3,1,5,9,0,1.1,6.2,Study Crash Incoming
7.1,146,19,13,11,8,17,2,7.7,7.4,Study Crash Incoming
9.2,190,0,0,15,3,19,0,7.6,2.7,Study Crash Incoming
7.2,81,11,6,3,5,9,1,3.6,3.1,Study Crash Incoming
6.5,153,6,3,7,9,10,4,6.0,2.2,Study Crash Incoming
5.7,15,1,1,13,3,13,0,8.2,4.2,Deep Focus
8.1,55,6,3,11,7,20,2,8.8,5.7,Distracted
8.9,52,0,0,35,3,6,2,7.2,8.0,Deep Focus
6.9,27,1,2,9,5,21,2,7.7,2.9,Distracted
9.0,29,0,2,9,4,21,0,7.4,9.5,Deep Focus
4.0,57,1,3,3,7,8,1,5.7,4.4,Distracted
6.9,12,4,2,17,8,7,0,3.8,5.7,Distracted
6.9,67,7,4,13,9,21,2,5.5,5.9,Study Crash Incoming
5.9,14,9,10,5,4,9,2,8.2,2.6,Study Crash Incoming
10.0,24,6,4,3,2,20,0,8.2,5.7,Deep Focus
6.9,57,10,7,6,10,19,0,6.4,3.7,Study Crash Incoming
6.4,26,10,8,6,4,8,2,5.3,5.7,Study Crash Incoming
7.0,240,3,3,0,7,17,3,9.5,4.4,Study Crash Incoming
4.0,58,1,1,9,4,22,1,6.2,2.8,Study Crash Incoming
5.9,66,17,11,4,9,19,4,7.3,3.7,Study Crash Incoming
8.5,11,0,1,11,1,9,2,3.6,8.2,Deep Focus
6.1,174,2,2,21,1,23,3,5.9,3.1,Study Crash Incoming
5.8,48,2,1,17,4,11,1,8.2,3.5,Distracted
9.0,24,3,2,0,5,9,1,3.3,7.0,Deep Focus
9.0,32,2,2,2,8,18,1,5.9,6.4,Distracted
7.8,117,8,8,6,5,20,2,6.8,7.6,Study Crash Incoming
6.3,208,2,0,2,3,20,1,8.9,5.2,Study Crash Incoming
6.6,55,5,3,0,1,11,4,8.0,5.9,Distracted
5.8,24,0,0,3,9,10,2,9.4,6.2,Deep Focus
5.5,19,18,10,5,6,19,1,7.7,5.2,Study Crash Incoming
5.4,10,1,2,6,10,20,4,7.8,5.5,Distracted
6.1,41,0,0,16,4,19,0,4.1,5.9,Deep Focus
5.4,186,3,1,4,3,9,1,4.0,4.0,Study Crash Incoming
4.7,85,1,2,2,3,17,1,9.4,2.8,Study Crash Incoming
7.3,25,8,6,13,5,7,3,5.1,4.7,Study Crash Incoming
7.4,65,2,1,0,2,18,4,4.9,2.7,Distracted
9.6,42,0,0,1,2,8,4,1.4,5.3,Deep Focus
6.0,50,13,13,15,8,9,6,8.1,4.2,Study Crash Incoming
7.4,74,1,1,0,7,9,1,3.8,7.4,Distracted
7.5,21,1,1,8,6,19,2,4.4,5.3,Deep Focus
6.6,97,2,0,7,5,7,2,8.2,7.3,Deep Focus
8.1,223,1,1,22,5,19,2,1.6,6.5,Study Crash Incoming
8.2,11,1,2,1,6,21,0,8.7,3.0,Deep Focus
7.5,81,0,2,13,3,19,0,4.3,7.3,Deep Focus
6.6,70,0,0,4,8,18,0,5.7,6.9,Distracted
6.5,15,2,1,2,1,23,0,4.4,1.7,Distracted
4.9,61,6,5,14,8,19,3,3.3,5.3,Study Crash Incoming
5.8,33,0,0,5,8,12,2,4.5,7.5,Distracted
6.1,115,2,1,0,6,17,0,4.3,2.0,Study Crash Incoming
5.3,100,3,3,5,3,12,2,3.5,3.5,Study Crash Incoming
7.7,236,9,6,9,9,22,1,9.1,6.4,Study Crash Incoming
8.8,60,1,4,32,9,8,1,4.1,5.7,Distracted
5.6,13,8,5,1,10,11,2,2.2,7.2,Study Crash Incoming
7.4,12,3,1,8,1,19,0,1.9,6.9,Deep Focus
5.4,15,4,1,7,7,6,2,6.9,5.1,Study Crash Incoming
6.5,38,4,1,2,1,9,1,2.5,6.8,Distracted
6.0,125,9,3,14,1,8,2,5.6,3.4,Study Crash Incoming
7.9,41,1,0,3,1,20,3,9.9,5.1,Deep Focus
6.0,13,0,1,1,8,21,3,6.4,7.3,Deep Focus
8.5,129,0,0,13,8,20,4,6.6,5.3,Distracted
6.6,138,9,5,25,9,10,2,4.9,7.0,Study Crash Incoming
6.0,15,0,1,1,7,10,2,6.0,4.7,Deep Focus
5.1,57,2,1,0,6,8,2,5.6,3.0,Study Crash Incoming
7.4,37,22,19,13,2,6,4,6.6,3.4,Study Crash Incoming
8.3,68,5,5,1,8,19,1,9.3,6.8,Distracted
7.4,174,4,3,3,10,21,1,5.1,7.0,Study Crash Incoming
10.0,28,1,0,6,4,7,1,4.4,7.1,Deep Focus
9.1,157,3,2,11,7,8,2,5.8,6.5,Study Crash Incoming
6.5,61,3,2,4,6,15,2,7.9,4.2,Distracted
6.5,64,6,3,1,6,11,2,5.3,5.5,Distracted
7.7,60,5,4,2,8,20,3,6.5,5.7,Study Crash Incoming
5.7,66,1,2,12,3,8,1,7.0,3.1,Distracted
8.7,28,2,3,0,9,12,3,10.0,7.4,Deep Focus
7.5,39,0,1,7,10,9,5,7.8,4.5,Deep Focus
7.4,132,0,1,4,2,17,2,4.3,5.3,Distracted
8.0,31,6,5,5,6,18,2,1.6,7.2,Distracted
9.6,187,3,2,7,1,10,2,6.3,9.2,Deep Focus
7.3,37,3,2,14,4,9,0,4.6,7.7,Deep Focus
6.8,59,7,3,7,4,19,0,5.0,5.0,Distracted
9.3,92,6,2,12,7,19,1,4.0,7.3,Distracted
8.5,183,3,3,0,4,22,2,5.0,6.4,Study Crash Incoming
6.5,15,0,1,8,4,11,1,4.9,6.4,Deep Focus
7.0,125,0,0,3,8,21,1,5.8,5.1,Distracted
7.3,73,1,0,9,8,11,1,4.7,7.8,Deep Focus
7.5,47,2,3,2,1,9,1,4.6,4.6,Distracted
5.0,50,9,5,10,4,10,1,7.1,2.8,Study Crash Incoming
4.7,17,6,5,21,8,8,1,6.0,4.5,Study Crash Incoming
5.7,24,6,3,4,2,17,0,6.0,4.6,Distracted
5.6,23,0,0,10,6,7,4,5.9,7.1,Deep Focus
6.0,31,0,1,1,5,9,2,4.2,4.1,Deep Focus
8.0,78,3,2,7,7,6,1,8.9,6.7,Distracted
6.7,81,8,5,3,7,18,2,10.0,6.1,Study Crash Incoming
7.3,100,1,1,3,6,9,2,8.5,3.4,Distracted
5.2,123,1,2,1,5,13,1,2.5,6.2,Study Crash Incoming
6.3,44,5,3,12,8,21,3,4.7,3.6,Distracted
7.9,213,12,11,6,4,9,3,7.4,9.4,Study Crash Incoming
7.9,10,0,0,19,5,6,3,4.5,3.9,Deep Focus
5.9,85,25,20,10,5,8,1,4.6,3.2,Study Crash Incoming
7.2,69,0,0,3,4,22,1,3.3,1.5,Study Crash Incoming
10.0,17,1,0,1,7,11,1,5.3,6.1,Deep Focus
7.0,143,4,4,8,7,20,3,4.4,6.2,Study Crash Incoming
6.0,120,2,1,11,9,9,4,1.2,3.3,Study Crash Incoming
6.7,175,1,0,9,5,8,1,8.3,5.7,Study Crash Incoming
7.1,21,2,1,10,8,19,2,6.8,5.8,Deep Focus
6.8,23,1,1,6,4,8,0,3.3,3.5,Distracted
7.0,47,2,2,7,10,19,2,7.7,5.1,Distracted
4.8,17,8,8,0,10,10,1,6.3,3.0,Study Crash Incoming
5.6,45,4,2,4,6,18,0,8.3,6.1,Distracted
6.8,83,4,5,8,8,7,1,7.5,2.1,Study Crash Incoming
6.8,31,1,4,0,6,10,2,4.4,6.5,Deep Focus
6.2,83,10,6,11,2,11,0,7.3,4.3,Study Crash Incoming
6.7,28,12,5,16,10,20,1,7.4,5.1,Study Crash Incoming
7.1,31,2,2,4,8,10,2,8.1,6.3,Deep Focus
8.3,197,1,0,8,5,12,0,8.0,6.8,Study Crash Incoming
6.9,10,2,2,1,3,19,0,10.0,8.4,Deep Focus
7.6,95,9,7,11,7,10,0,7.9,5.2,Study Crash Incoming
6.2,55,2,1,7,5,10,0,4.4,3.1,Distracted
7.9,50,0,0,4,9,18,5,6.4,9.2,Deep Focus
7.6,27,0,0,2,3,7,0,3.9,5.7,Deep Focus
8.3,69,0,2,1,6,8,0,8.4,6.0,Deep Focus
8.1,34,3,2,0,2,8,0,4.3,9.0,Deep Focus
7.9,31,7,5,7,8,21,0,10.0,3.4,Distracted
6.9,32,1,1,3,4,18,0,5.4,5.4,Deep Focus
7.4,29,3,3,13,2,12,2,5.9,4.5,Deep Focus
8.6,12,0,0,7,6,23,1,5.1,5.1,Deep Focus
6.0,240,4,3,0,6,7,0,4.6,2.3,Study Crash Incoming
6.1,32,11,5,5,4,13,4,4.9,5.9,Study Crash Incoming
7.3,55,6,4,12,10,19,3,6.5,5.5,Distracted
7.6,65,10,8,2,1,18,2,6.0,5.8,Study Crash Incoming
5.8,15,2,2,4,4,17,1,5.1,1.8,Distracted
6.9,205,2,1,0,3,8,3,6.6,6.2,Study Crash Incoming
6.9,38,4,1,16,10,22,1,4.9,4.3,Study Crash Incoming
4.0,21,0,3,4,3,11,1,6.0,8.2,Deep Focus
6.7,22,13,12,2,3,20,2,9.5,4.3,Study Crash Incoming
6.8,39,5,3,11,6,9,0,4.9,4.3,Distracted
6.8,48,0,0,1,3,23,0,5.4,4.6,Distracted
9.1,35,1,1,2,3,11,3,3.7,5.0,Deep Focus
5.2,17,1,0,0,3,18,1,5.3,6.5,Distracted
5.8,12,9,5,31,6,21,2,6.7,2.9,Study Crash Incoming
4.0,96,9,7,1,8,20,3,4.9,2.4,Study Crash Incoming
6.3,109,1,1,2,5,6,1,3.7,5.6,Distracted
6.4,18,7,2,14,9,23,2,6.7,4.6,Study Crash Incoming
6.2,69,1,1,10,3,19,1,6.9,5.3,Deep Focus
8.7,90,3,2,19,9,9,1,7.2,4.2,Distracted
8.3,131,0,1,8,8,12,3,3.5,8.2,Deep Focus
7.1,142,9,4,6,1,8,1,8.7,3.7,Study Crash Incoming
6.4,48,1,2,3,7,11,2,5.0,3.0,Distracted
8.5,44,8,7,8,10,8,2,4.0,6.5,Study Crash Incoming
7.0,93,4,5,0,7,9,4,8.0,5.1,Study Crash Incoming
5.8,62,1,4,0,3,12,2,8.7,5.1,Distracted
4.4,23,6,5,1,5,21,3,5.4,4.7,Study Crash Incoming
6.3,10,0,0,8,9,16,0,4.3,5.2,Distracted
8.1,149,4,4,5,4,11,0,6.9,3.8,Study Crash Incoming
10.0,32,7,2,32,5,9,2,3.3,6.4,Deep Focus
7.1,29,4,7,6,6,7,1,10.0,5.5,Distracted
5.9,155,3,2,7,9,9,2,3.9,5.1,Study Crash Incoming
5.2,48,1,3,7,10,23,2,6.7,3.4,Study Crash Incoming
7.8,19,3,3,14,8,17,1,5.7,9.9,Deep Focus
4.4,111,8,7,31,5,9,2,4.2,6.6,Study Crash Incoming
7.8,15,4,2,4,5,21,3,4.1,3.6,Distracted
8.2,235,1,1,0,7,9,2,8.3,4.0,Study Crash Incoming
7.7,56,0,1,14,1,10,1,6.7,8.0,Deep Focus
6.7,96,1,0,8,5,20,2,4.6,6.7,Distracted
7.8,79,9,6,15,4,9,3,4.9,8.0,Study Crash Incoming
7.3,52,2,4,11,10,19,0,4.4,4.9,Distracted
5.8,46,0,1,4,9,19,1,7.8,4.6,Deep Focus
9.8,60,3,1,10,3,23,3,7.8,3.3,Distracted
6.5,28,0,0,2,7,10,1,7.1,5.6,Deep Focus
8.2,75,14,5,21,5,11,2,6.5,5.5,Study Crash Incoming
4.0,21,7,3,27,9,21,2,7.3,2.3,Study Crash Incoming
8.9,23,14,6,1,5,19,0,2.7,7.8,Study Crash Incoming
9.2,74,5,1,22,7,22,0,6.6,5.7,Distracted
7.0,130,0,1,20,8,17,4,8.1,7.1,Deep Focus
7.8,116,0,0,0,9,9,1,6.5,5.7,Distracted
7.8,18,3,1,8,8,21,3,6.1,6.2,Deep Focus
6.0,34,0,0,13,3,20,1,4.7,2.7,Deep Focus
7.8,209,20,15,17,8,10,2,4.9,4.6,Study Crash Incoming
5.8,93,2,0,23,4,10,0,5.0,5.7,Distracted
6.1,133,5,2,31,8,19,2,6.4,7.5,Distracted
8.7,58,2,0,4,10,20,2,5.0,6.8,Distracted
8.5,160,4,3,6,5,9,0,2.4,6.2,Study Crash Incoming
5.9,20,4,4,0,9,11,1,7.6,7.6,Distracted
5.9,38,12,5,0,2,11,1,7.0,5.0,Study Crash Incoming
6.0,121,7,9,2,5,6,1,6.7,3.1,Study Crash Incoming
8.1,34,0,2,5,9,18,0,4.1,6.2,Deep Focus
5.5,49,9,8,13,8,22,0,5.0,4.6,Study Crash Incoming
7.5,35,0,2,0,4,20,0,7.0,3.6,Deep Focus
8.1,28,1,2,9,6,20,0,6.1,6.0,Deep Focus
6.9,123,2,2,32,2,6,1,4.6,2.1,Distracted
8.5,44,0,2,42,9,23,2,8.6,4.9,Deep Focus
6.5,63,0,0,14,2,10,0,4.3,5.2,Deep Focus
6.7,77,0,0,2,6,9,1,1.0,5.2,Study Crash Incoming
5.5,30,1,2,10,5,8,0,6.2,1.5,Study Crash Incoming
8.5,31,0,1,3,7,9,1,6.3,6.3,Deep Focus
5.9,116,3,1,7,5,12,0,6.1,6.8,Distracted
7.5,76,7,3,10,1,11,1,6.8,8.2,Deep Focus
6.9,60,1,0,5,7,11,1,4.9,8.0,Deep Focus
5.4,12,3,1,6,9,18,3,8.1,4.9,Distracted
6.1,67,0,0,19,7,20,2,3.3,8.5,Deep Focus
9.1,29,2,1,12,1,20,2,6.0,5.1,Deep Focus
7.3,135,0,1,23,2,18,1,4.7,4.7,Distracted
5.5,23,2,1,1,3,19,3,8.0,4.7,Deep Focus
7.5,118,3,3,19,3,12,2,4.4,7.6,Distracted
6.8,101,22,13,2,2,22,3,6.1,5.7,Study Crash Incoming
10.0,121,14,8,0,9,7,4,6.2,2.9,Study Crash Incoming
7.4,173,2,3,13,8,17,5,6.4,4.6,Study Crash Incoming
6.4,53,5,5,3,8,6,1,4.5,5.6,Study Crash Incoming
9.1,115,0,2,1,10,13,2,6.7,6.0,Distracted
4.2,137,3,3,4,9,20,4,6.1,3.6,Study Crash Incoming
7.1,110,3,1,2,2,22,1,6.7,5.4,Distracted
10.0,33,2,2,22,1,8,1,9.1,7.4,Deep Focus
6.8,39,1,1,1,8,18,2,6.2,6.8,Distracted
4.4,169,5,2,0,10,9,1,4.0,6.0,Study Crash Incoming
6.4,68,0,0,4,8,9,1,9.9,6.1,Distracted
9.2,135,4,5,2,9,13,2,8.0,5.5,Study Crash Incoming
7.6,22,0,0,3,7,11,0,7.3,7.0,Deep Focus
5.7,49,0,0,1,5,22,0,5.6,5.8,Study Crash Incoming
6.0,69,0,2,15,2,8,3,7.5,5.4,Deep Focus
6.2,113,7,4,6,7,7,2,1.9,6.5,Study Crash Incoming
7.5,51,1,3,1,3,20,1,9.1,5.8,Deep Focus
9.0,60,5,3,10,3,17,1,7.8,6.7,Deep Focus
8.6,64,3,2,4,9,12,2,5.6,5.6,Distracted
7.7,46,8,7,12,7,21,1,7.7,8.4,Distracted
5.0,63,0,0,2,5,7,2,7.2,2.4,Distracted
5.0,35,11,7,7,8,9,1,4.0,4.4,Study Crash Incoming
7.8,70,2,2,0,8,18,3,6.4,5.5,Distracted
5.0,83,2,1,46,5,18,0,6.8,2.6,Deep Focus
6.7,81,4,2,9,10,9,3,5.7,6.6,Distracted
7.5,14,8,6,43,1,20,2,5.6,6.2,Deep Focus
5.3,11,12,5,6,5,7,1,7.8,4.5,Study Crash Incoming
5.5,92,2,1,0,5,10,2,6.4,4.0,Study Crash Incoming
6.9,49,2,2,14,2,8,1,9.8,6.0,Deep Focus
7.8,31,0,0,13,8,20,0,4.7,5.2,Deep Focus
8.6,236,3,2,1,2,9,0,6.8,7.0,Study Crash Incoming
7.9,20,0,0,4,8,12,2,4.2,8.7,Deep Focus
7.1,47,1,2,7,8,10,2,7.4,2.0,Deep Focus
5.9,27,0,0,15,5,7,2,3.8,6.0,Deep Focus
5.4,106,2,2,16,3,12,1,6.6,8.8,Deep Focus
6.2,139,3,1,4,10,8,3,8.4,7.4,Study Crash Incoming
7.6,35,3,3,0,8,20,0,6.1,6.7,Distracted
7.5,40,5,2,4,2,7,1,4.0,7.1,Deep Focus
4.0,23,9,6,4,8,23,0,7.9,1.8,Study Crash Incoming
5.8,55,1,6,3,2,12,1,6.7,5.8,Distracted
8.8,56,5,2,23,7,18,1,5.8,6.3,Deep Focus
7.1,35,1,0,27,3,15,5,4.1,5.6,Deep Focus
4.9,109,1,0,12,7,10,3,2.8,6.1,Study Crash Incoming
10.0,67,9,8,0,9,14,1,10.0,7.7,Distracted
7.0,70,2,1,0,8,8,2,4.9,2.4,Study Crash Incoming
7.6,30,0,0,19,8,19,2,4.0,6.4,Deep Focus
7.6,140,1,2,19,8,12,3,6.6,6.3,Deep Focus
6.4,223,4,3,1,8,7,0,4.0,5.7,Study Crash Incoming
5.9,55,1,1,0,10,6,4,7.0,3.6,Study Crash Incoming
10.0,74,3,4,19,9,10,1,8.7,4.6,Distracted
8.5,23,0,0,20,8,19,2,3.9,4.7,Deep Focus
8.2,105,3,3,5,5,7,3,5.4,4.2,Study Crash Incoming
7.9,63,15,6,3,3,20,0,6.9,4.1,Study Crash Incoming
5.5,39,2,1,20,4,17,0,3.6,4.3,Distracted
8.9,65,1,0,0,7,10,1,4.2,7.7,Deep Focus
5.7,66,4,1,9,7,21,1,5.8,2.3,Study Crash Incoming
7.4,14,3,1,3,5,17,1,9.9,7.4,Deep Focus
4.5,167,18,13,1,5,19,2,4.3,2.3,Study Crash Incoming
4.0,58,8,7,6,8,18,2,5.4,3.6,Study Crash Incoming
7.5,52,2,2,0,6,22,1,10.0,5.0,Distracted
5.8,25,5,5,2,1,11,0,7.6,4.8,Distracted
4.0,59,3,1,15,2,23,3,2.6,4.0,Study Crash Incoming
7.8,21,4,2,13,4,16,3,5.5,6.3,Deep Focus
10.0,42,2,4,7,4,8,2,7.2,6.5,Deep Focus
9.1,69,1,0,1,8,17,0,8.9,3.3,Distracted
6.6,130,0,0,9,5,18,0,8.8,6.0,Deep Focus
7.0,11,2,1,5,5,17,5,7.1,8.7,Deep Focus
8.3,33,2,1,5,1,10,2,7.4,5.6,Deep Focus
8.7,22,0,0,5,1,17,1,3.4,7.7,Deep Focus
6.5,191,6,2,5,10,11,3,4.6,4.4,Study Crash Incoming
7.1,28,1,1,1,9,19,1,3.4,7.0,Distracted
7.5,33,2,2,0,1,19,0,8.1,6.5,Deep Focus
7.8,58,7,4,2,5,14,0,6.8,6.4,Study Crash Incoming
6.8,21,2,1,3,10,12,1,6.2,5.3,Distracted
6.8,47,5,3,2,8,10,1,9.1,6.5,Distracted
9.1,240,6,4,0,1,18,4,7.1,6.8,Study Crash Incoming
8.8,18,3,1,7,5,6,1,8.3,3.8,Deep Focus
7.7,12,1,1,7,9,16,1,7.5,4.1,Deep Focus
9.6,15,0,0,0,3,11,1,7.7,8.0,Deep Focus
6.4,63,3,2,8,6,10,0,3.9,4.2,Study Crash Incoming
9.4,138,5,4,9,4,9,1,7.9,6.7,Study Crash Incoming
7.8,46,5,2,2,2,10,0,6.9,6.9,Distracted
10.0,56,13,5,1,9,8,2,5.2,4.9,Study Crash Incoming
5.2,34,4,2,8,3,12,1,7.4,3.7,Distracted
6.0,45,3,2,8,6,18,1,8.6,7.6,Distracted
7.6,131,0,1,1,4,17,2,5.8,5.5,Distracted
7.6,62,5,4,4,7,8,0,4.5,7.0,Distracted
9.9,188,6,2,8,8,19,2,4.6,10.0,Study Crash Incoming
6.0,95,2,4,12,6,20,5,3.2,5.1,Distracted
8.4,92,0,1,3,2,8,0,5.7,4.6,Deep Focus
8.7,88,4,3,10,3,10,4,7.2,6.7,Deep Focus
8.1,91,4,2,18,3,12,1,9.5,6.3,Distracted
5.6,115,2,1,3,7,12,3,4.4,5.5,Distracted
9.1,29,1,1,4,7,8,1,6.7,7.3,Deep Focus
8.8,36,1,1,5,2,12,1,6.0,8.2,Deep Focus
7.9,95,0,0,10,7,15,3,6.0,3.7,Deep Focus
7.3,158,3,1,1,5,8,1,2.9,7.1,Study Crash Incoming
7.3,41,0,2,7,5,19,0,4.0,6.0,Deep Focus
6.9,30,0,0,13,9,9,1,9.6,4.5,Distracted
8.0,17,0,0,1,1,17,3,8.0,7.5,Deep Focus
7.0,15,1,2,4,8,15,1,6.6,4.7,Deep Focus
5.7,62,0,0,3,6,7,2,6.9,2.8,Distracted
5.4,26,1,0,7,3,8,0,7.5,6.0,Deep Focus
